abil_skill_acidburstclose_name	酸液爆发
dialog_casino2_explain_blackjack_txt	<color=yellow>赌场鲨鱼：</color>这个游戏的目标就是不停抽牌，来让你的手牌点数<color=yellow>尽可能接近21点</color>。你的手牌的总点数取决于扑克牌上从2到10的数字。\n人头牌——<color=yellow>J、Q、K</color>——的点数都为10点。<color=#40b843>A</color>可以当作是1点也可以当作是11点，可按照<color=yellow>较好的</color>数值来计算。\n如果你的手牌点数<color=red>超过21点，你就输了</color>！不过，如果你起手牌的点数就为<color=yellow>21</color>点的话，你会<color=#40b843>自动获胜</color>。否则，你的手牌点数必须<color=yellow>超过我的手牌点数</color>。\n
dialog_casino2_explain_ceelo_txt	<color=yellow>赌场鲨鱼：</color>这个的话就需要一点技巧了。首先，我会掷<color=#40b843>三枚骰子</color>。如果我获得的点数是<color=yellow>4-5-6</color>、或<color=#40b843>三个</color><color=yellow>相同点数</color>，或是一对<color=#40b843>对子</color>和一张<color=yellow>六</color>的话，我就赢了。\n如果我摇出的点数是<color=yellow>1-2-3</color>，或是一对<color=yellow>对子</color>和一张<color=yellow>一</color>的话，我就输了。其他点数的情况下，我需要继续掷骰子，直到掷出一对<color=yellow>对子</color>，而我的分数就是<color=yellow>第三个骰子</color>的点数。\n同样的，你也需要掷<color=#40b843>三个骰子</color>，计算分数的方式也相同。不过有两个小小的区别：如果你掷出<color=yellow>一对对子和一个六</color>时，你<color=red>无法</color>自动获胜。此外，有时候你的骰子会<color=red>从桌上跌落</color>，这时你会<color=red>立刻输掉</color>。\n
dialog_casino2_explain_slots_txt	<color=yellow>赌场鲨鱼：</color>任何人都可以玩<color=yellow>老虎机</color>！你只需要拉动拉杆，看看会出现什么样的<color=#40b843>宝石</color>就可以了。如果出现<color=yellow>三个相同宝石</color>，那你就赢了！宝石的<color=yellow>稀有度</color>决定了你可以赢得的筹码倍率！\n
dialog_casino2_helpgames_btn_0	老虎机怎么玩？
dialog_casino2_helpgames_btn_1	二十一点怎么玩？
dialog_casino2_helpgames_btn_2	三六豹子（骰子）怎么玩？
dialog_casino2_helpgames_txt	<color=yellow>赌场鲨鱼：</color>别害羞啊，在玩<color=yellow>游戏</color>之前，你得先了解规则。你想了解哪个游戏呢？
dialog_casino2_info_rewards_txt	<color=yellow>赌场鲨鱼：</color>这些都是小菜一碟。每场游戏，你都有一次下注的机会，<color=yellow>下注</color>金额可以为<color=yellow>100</color>、<color=yellow>1000</color>或是<color=yellow>10000</color>金币。如果你设法<color=#40b843>获胜</color>了，那么你每下注100金币，你就能获得1个<color=#0cffe6>筹码</color>。\n如果你<color=red>输了</color>，那么……有赢有输嘛，对吧朋友？\n<color=#0cffe6>筹码</color>可以在我们的商店柜台换取<color=#40b843>超棒的物品</color>。\n
dialog_casino2_intro_btn_0	你说的强盗是怎么回事？
dialog_casino2_intro_btn_1	我能赢得什么东西呢？
dialog_casino2_intro_btn_2	我应该怎么玩这些游戏呢？
dialog_casino2_intro_questcomplete_txt	<color=yellow>赌场鲨鱼：</color>来玩场游戏如何，朋友？赢得<color=yellow>筹码</color>，获取<color=yellow>奖品</color>，每个人在这里都能获得快乐。
dialog_casino2_intro_txt	<color=yellow>赌场鲨鱼：</color>……肮脏的<color=red>强盗</color>……把所有<color=yellow>钱包鼓鼓的客人</color>都赶走了……这样一来，我要怎么才能从这周围的人身上赚快钱呢？\n……！！\n噢，呃，我都没看见你在这儿，<color=yellow>朋友</color>。你是来这里玩<color=yellow>游戏</color>的吗？来赢得<color=yellow>筹码</color>，换取<color=yellow>奖品</color>吧，每个人在这儿都能获得快乐。
dialog_casino2_quest_cleared_2_txt	<color=yellow>赌场鲨鱼：</color>对了，对了。<color=yellow>说话算话</color>。拿去吧，朋友。
dialog_casino2_quest_cleared_btn_0	小菜一碟。那么我的奖励……
dialog_casino2_quest_cleared_txt	<color=yellow>赌场鲨鱼：</color>从你盔甲的磨损程度和你脸上的灰尘看来，你已经把这个问题解决好了？
dialog_casino_flyer_main_txt	受够了赌上性命的在充满怪物的洞穴中探险？不如带着你的钱到绝无仅有的<color=yellow>纷乱深渊赌场</color>，来体验享不尽的快乐时光！\n“你有在<color=#79a2ab>黑杰克</color>牌桌上战胜庄家的本事吗？还是你想在<color=#40b843>老虎机</color>中拉动命运的摇杆，一发击中头奖呢？”\n“也许你是真正的冒险家，敢将自己的命运赌在骰子上？”"如果你在点头，那你还在等什么呢？快过来吧！"
dialog_changejob	更换职业
dialog_confirm_campfire_stairs_text	你还没有#cy#在营地休息#ec#或者烹饪过#cg#特殊治疗美食#cy#！如果此时离开，你将无法再次回到本营地。请问你确认想要离开吗？
dialog_confirm_closedream	#cy#梦境仪：#ec#你#cy#确定#ec#你想#cy#关闭#ec#当前开启的道具之梦吗？\n你的#cy#道具#ec#将归还于你，但其他的东西会被#cr#摧毁#ec#。\n任何金币，职业点数，或宝珠都不会退还。
dialog_confirm_hit_friendly_intro_btn_1	是
dialog_confirm_hit_friendly_intro_txt	你想把<color=yellow>^tag1^</color>标记为<color=red>敌对</color>吗？这样一来它们就不会和你同一战线啦！\n
dialog_confirm_hit_friendly_intro_txt_part2	他们再也不站在你那边了！\n
dialog_confirm_reset_keybindings_main_txt	<color=yellow>你确定要将键位重置为</color>\n<color=#ffc80a>^tag1^</color><color=yellow>？你的自定义键位将被</color><color=red>覆盖</color><color=yellow>。</color>
dialog_confirm_sell_favoriteitem	你#cy#确定#ec#你要卖掉你#cg#最喜欢的#ec#物品：^tag1^？
dialog_confirm_use_portal_jobtrial_main_txt	<color=yellow>你确定想要使用逃逸传送门吗？</color>你现在正在进行<color=#40b843>职业试炼</color>哦<color=yellow>？\n当传送门的倒计时为0时，你的试炼将被判为</color><color=red>失败</color><color=yellow>，之后你需要付出更多的职业点数才能再次尝试！
dialog_cooking_intro_txt	这里的篝火看起来非常适合用来<color=yellow>烹制美食</color>！如果你获得了<color=yellow>材料</color>，你可以按照下列菜谱进行烹制。
dialog_corral_angry_pet	<color=yellow>杰西：</color>那只可怜的小生物<color=yellow>^tag1^</color>不想离开围栏。看起来你上次将它们带出去的时候经历过#cr#艰难险阻#ec#。\n给它们一小会儿时间调整心情，之后你再回来看看吧。为了避免此事再次发生，你可能会需要购买#cy#宠物保险#ec#！\n
dialog_corral_breed_maxmonsters_main_txt	<color=yellow>杰西</color>：你<color=yellow>不会知道</color>当你让小动物们分享同一份<color=#bf42f4>特殊食物</color>的时候会发生什么事情……也许你应该先在围栏中<color=yellow>腾出一些空位</color>。
dialog_corral_error_nomonsters	你的围栏里现在一只怪物都没有。找到一把<color=yellow>怪物之锤</color>，敲晕一只怪物然后把它带回我这里来。\n
dialog_corral_namemonster_main_btn_0	真是个好名字！
dialog_corral_namemonster_main_txt	给这只<color=yellow>怪物</color>取个名字吧！如果你不想取名的话，<color=yellow>杰西</color>会帮你取一个。
dialog_corral_namemonster_random_txt	给这只<color=yellow>怪物</color>取个名字吧！
dialog_corral_namenewmonster_main_txt	给这只<color=yellow>新孵化的怪物</color>取个名字吧！如果你不想取名的话，<color=yellow>杰西</color>会帮你取一个。
dialog_corral_petinsurance_alreadyhave_main_txt	<color=yellow>杰西：</color>你<color=yellow>已经有宠物保险</color>啦！不管发生了什么事情，保险都会帮你搞定的。\n当然，一旦你用过一次保险，你就要回我这里来再次购买。
dialog_corral_petinsurance_notenoughgold_main_txt	<color=yellow>杰西：</color>虽然很不想和你说这个，但是你的<color=yellow>金币</color>好像有点不够。\n等你的钱多一点的时候再回来找我吧，记得<color=red>照顾好</color>你的宠物哦！
dialog_corral_unhappy_pet_main_txt	<color=yellow>杰西：</color>是这样的……看起来<color=yellow>^tag1^</color>不是很想和你交朋友啊。我估计，一有机会，它就会<color=red>逃跑</color>的！\n你为什么不给它一些<color=yellow>美食</color>或者帮它<color=#0cffe6>美容</color>一下呢？让它开心，给它疼爱，你懂吗？\n我觉得它至少要成为<color=#40b843>^tag2^</color>，才能继续和你一同去冒险。
dialog_costumeparty_main_txt	<size=50>化装舞会！</size>每只怪物都盛装打扮成<color=yellow>另一只怪物</color>的模样！
dialog_craggan_injured_worker_intro2_txt	<color=yellow>受伤的克拉甘工人</color>：你太了不起了，姑娘！你不费吹灰之力就干掉了那些怪物。\n我最好赶紧离开这里……谢谢啦！\n
dialog_craggan_injured_worker_intro3_txt	<color=yellow>获救的克拉甘工人</color>：再次谢谢你。你救了我的小命！\n
dialog_craggan_injured_worker_intro_txt	<color=yellow>受伤的克拉甘工人</color>：是老大派你来的吗？我被这些怪物们困在这儿了！\n在你解决掉它们之前，我逃不掉的……所以请快些吧！\n
dialog_craggan_merchant_intro_txt	<color=yellow>获救的克拉甘工人</color>：噢，是你！感谢你<color=yellow>救了我</color>。\n被困在矿洞的经历最终使我变得<color=#79a2ab>压力</color>巨大。\n所以现在，我一有空闲时间就会到处逛逛。你想看看我找到些什么<color=yellow>道具</color>吗？\n
dialog_craggan_miner_foreman_intro2_txt	<color=yellow>克拉甘工头</color>：你做到了！我希望那里不会过分艰苦。不过我肯定那些怪物没有给你这样的冒险家带来任何麻烦。\n
dialog_craggan_miner_foreman_intro_txt	<color=yellow>克拉甘工头</color>：当我的一名工人被困时，我们正在矿洞里挖石头。\n请帮帮他！我们留下的那些宝石你都可以拿走。我们只希望我们的朋友能够归来。\n拿上几把我的<color=yellow>铁铲</color>吧。你会用上它们的。\n
dialog_craggan_miner_worker_intro_txt	<color=yellow>克拉甘工人</color>：等一下，别伤害我们！我们只是矿工！\n
dialog_dialog_bottleneck_angry_intro2_txt	<color=yellow>鸟人兄弟</color>：抱歉，老大，但是，呃，你这样大声叫喊真的好吗？\n她可能会听见你的声音。
dialog_dialog_bottleneck_angry_intro3_txt	<color=yellow>污喙公爵</color>：<color=red>哇呀——！</color>
dialog_dialog_bottleneck_angry_intro_txt	<color=yellow>污喙公爵</color>：稍微等等……\n你们这些笨脑筋忘记<color=yellow>扩宽出入口</color>了！现在她可以在此<color=yellow>设置一个陷阱</color>，而我们则<color=red>不得不从陷阱上走过去</color>！
dialog_dialog_mvrancher_inquire_txt	<color=yellow>亚力克西斯</color>：啊，我想试试驯养一只<color=yellow>强盗</color>。\n你看，我觉得<color=yellow>公爵</color>已经把他们脑子搞坏了。但他们和你我不一样，他们是跟其他怪物一样的<color=yellow>生物</color>。\n也就是说你可以<color=yellow>用怪兽之锤敲晕一只</color>。你觉得你能做到然后给我带来一只吗？
dialog_dialog_mvrancher_intro2_txt	<color=yellow>亚力克西斯</color>：你好啊！这个山谷里到处都是被驯服的怪物。它们全都是放养，悠悠闲闲的。\n话说，要是你想在溪石<color=yellow>抚养自己的怪物</color>，我这有些<color=yellow>补给</color>你也许会喜欢。\n啊，我还在寻找一只<color=yellow>强盗</color>，要是你能带一只来的话我就可以抚养它了。
dialog_dialog_mvrancher_intro3_txt	<color=yellow>亚力克西斯</color>：又见面了！你带来的那只<color=yellow>强盗</color>在这里过得很好。再次感谢你给了怪物一个和平相处的机会。\n话说，要是你想在溪石<color=yellow>抚养自己的怪物</color>，我这有些<color=yellow>补给</color>你也许会喜欢。
dialog_dialog_mvrancher_learnmallet_intro_txt	<color=yellow>亚力克西斯</color>：你已经准备好了！现在只要将这怪物弄到<color=red>20%生命值以下</color>然后<color=yellow>用球棍击打它们</color>！
dialog_dialog_mvrancher_main_btn_1	你在找什么？
dialog_dialog_mvrancher_main_txt	<color=yellow>亚力克西斯</color>：你好啊！这个山谷里到处都是被驯服的怪物。它们全都是放养，悠悠闲闲的。\n话说，要是你想在溪石<color=yellow>抚养自己的怪物</color>，我这有些<color=yellow>补给 </color>你也许会喜欢。\n另外，有一只<color=#0cffe6>特别的怪物</color>，我一直在找它，想加进我的围栏里……也许你可以帮个忙？
dialog_dialog_mvrancher_questcomplete_intro_txt	<color=yellow>亚力克西斯</color>：是那家伙吗！你给我搞来了一只<color=yellow>强盗</color>。我保证它们在这公园里会得到<color=yellow>关爱</color>的。\n我想我欠你个人情，是吧？嗯，你说这样怎么样……我告诉你一个<color=#40b843>秘密技巧</color>，能够打掉怪物<color=red>20%生命值</color>而不是<color=red>15%</color>。你觉得咋样？
dialog_dimrift_callout_main2_btn_0	是啊，没什么能难倒我。
dialog_dimrift_callout_main2_btn_1	不要！我害怕。
dialog_dimrift_callout_main2_txt	<color=yellow>疯狂科学家：</color>似乎另一个世界的<color=#0cffe6>能量</color>让我们这个世界的怪物们<color=yellow>堕落和改变</color>了。目前为止被你干掉的那些堕落生物只不过是九牛一毛。\n我想你一定很好奇，<color=red>真正的变异生物</color>到底长什么样，是吧？
