abil_skill_acidburstclose_name	Estallido ácido
card_suit_diamonds	Diamantes
card_suit_hearts	Corazones
card_suit_spades	Picas
casino_bet	Tu apuesta: <color=yellow>^tag1^</color> o
casino_blackjack_dealerhand	MANO DEL CRUPIER:
casino_blackjack_hit	¡CARTA!
casino_blackjack_introtext	¿Te apetece probar suerte con una <color=#0cffe6>partida de cartas</color>?
casino_blackjack_max	Eso... ¡Eso no es justo!
casino_blackjack_playerhand	TU MANO:
casino_blackjack_prompt	¿Y bien, colega?
casino_blackjack_start	REPARTIR CARTAS
casino_blackjack_stay	PASO
casino_ceelo_dealerrolls	TIRADA DEL CRUPIER:
casino_ceelo_dice_off_table	¡DADOS FUERA!
casino_ceelo_introtext	¿Te apetece probar suerte con los <color=#0cffe6>dados</color>?
casino_ceelo_playerrolls	TU TIRADA:
casino_ceelo_reroll	(¡Hay que tirar de nuevo!)
casino_ceelo_roll	LANZAR DADOS
casino_ceelo_start	INICIAR PARTIDA
casino_ceelo_waitrolls	¡Sigue tirando los dados!
casino_generic_waiting	Esperando para jugar...
casino_instant_lose	¡DERROTA INSTANTÁNEA!
casino_instant_win	¡VICTORIA INSTANTÁNEA!
casino_lose	¡HAS PERDIDO!
casino_score	PUNTUACIÓN:
casino_slots_introtext	¿Te apetece probar suerte con la <color=#0cffe6>tragaperras</color>?
casino_tie	¡EMPATE!
casino_win	¡HAS GANADO!
casino_win_gold	¡Ganas ^tag1^ de oro!
casino_win_tokens	¡Ganas ^tag1^ fichas!
champ_bandits_name_0	Gerardo
champ_bandits_name_1	Luis
champ_bandits_name_10	Samuel
champ_bandits_name_11	Lorenzo
champ_bandits_name_12	Bernardo
champ_bandits_name_13	Gregorio
champ_bandits_name_14	Severino
champ_bandits_name_15	Reinaldo
champ_bandits_name_16	Berto
champ_bandits_name_17	Mauricio
champ_bandits_name_18	Casimiro
champ_bandits_name_19	Bartolo
champ_bandits_name_2	Daniel
champ_bandits_name_20	Jesse
champ_bandits_name_21	Manolo
champ_bandits_name_22	Rodríguez
champ_bandits_name_23	Pérez
champ_bandits_name_24	Fernández
champ_bandits_name_25	López
champ_bandits_name_26	Domínguez
champ_bandits_name_27	Camacho
champ_bandits_name_28	López
champ_bandits_name_29	Allende
champ_bandits_name_3	Paco
champ_bandits_name_30	Clemente
champ_bandits_name_31	Sánchez
champ_bandits_name_32	García
champ_bandits_name_33	Álvarez
champ_bandits_name_34	Padrón
champ_bandits_name_35	Escobar
champ_bandits_name_36	Jerez
champ_bandits_name_37	Casanova
champ_bandits_name_38	Alafranca
champ_bandits_name_39	Martínez
champ_bandits_name_4	Guille
champ_bandits_name_40	Gómez
champ_bandits_name_41	Zorro
champ_bandits_name_42	Serpiente
champ_bandits_name_43	Carnicero
champ_bandits_name_44	Rebelde
champ_bandits_name_45	Vagabundo
champ_bandits_name_46	Colmillo
champ_bandits_name_47	Saqueador
champ_bandits_name_48	Silencioso
champ_bandits_name_49	Tramposo
champ_bandits_name_50	Sigiloso
champ_bandits_name_52	Víbora
champ_bandits_name_53	Lunático
champ_bandits_name_54	Estafador
champ_bandits_name_55	Charlatán
champ_bandits_name_56	Tiburón
champ_bandits_name_57	Látigo
champ_bandits_name_58	Asolador
champ_bandits_name_59	Teniente
champ_bandits_name_6	Ramón
champ_bandits_name_60	Capitán
champ_bandits_name_61	Sargento
champ_bandits_name_62	Coronel
champ_bandits_name_63	Jefe
champ_bandits_name_64	Almirante
champ_bandits_name_65	Comandante
champ_bandits_name_66	Erisubeth
champ_bandits_name_67	Tabathia
champ_bandits_name_68	Iago Griffin
champ_bandits_name_69	Sagramor le Desree
champ_bandits_name_7	Eulogio
champ_bandits_name_70	Daniel "Doppelganger" Hamilton
champ_bandits_name_71	Clar'Abbit, el Caballero Tozudo
champ_bandits_name_72	Aaron Adrignola
champ_bandits_name_73	Poderoso Pulpo
champ_bandits_name_74	Zab Klam'n
champ_bandits_name_75	Jesse D.
champ_bandits_name_76	Owenazuris
champ_bandits_name_77	El Supergran Danés
champ_bandits_name_78	Silur Androsch
champ_bandits_name_8	Norberto
champ_bandits_name_9	Remigio
champ_beasts_name_13	Cicatriz
champ_beasts_name_14	Khan
champ_beasts_name_15	Flagelo
champ_beasts_name_16	Segador
champ_beasts_name_17	Gruñón
champ_beasts_name_18	Látigo
champ_beasts_name_19	Colmilloletal
champ_beasts_name_20	Ojosmuertos
champ_beasts_name_21	Orión
champ_beasts_name_22	Terror
champ_beasts_name_23	Dientesangriento
champ_beasts_name_24	Ojosangriento
champ_beasts_name_25	Pincho
champ_beasts_name_26	Corazón negro
champ_beasts_name_27	Tirano
champ_beasts_name_28	Sasakama
champ_beasts_name_29	Garraperezosa
champ_frogs_name_0	alfa
champ_frogs_name_1	con cicatrices
champ_frogs_name_10	inclemente
champ_frogs_name_11	Funesto
champ_frogs_name_12	hambriento
champ_frogs_name_2	canoso
champ_frogs_name_3	funesto
champ_frogs_name_4	feroz
champ_frogs_name_5	gigante
champ_frogs_name_6	brutal
champ_frogs_name_7	Despiadado
champ_frogs_name_8	Salvaje
champ_frogs_name_9	sangriento
champ_hybrids_name_0	Profanador
champ_hybrids_name_1	Tirano
champ_hybrids_name_10	Heraldo de la muerte
champ_hybrids_name_11	Asesino
champ_hybrids_name_13	Corrupto
champ_hybrids_name_14	Malicioso
champ_hybrids_name_15	I
champ_hybrids_name_16	II
champ_hybrids_name_17	III
champ_hybrids_name_18	IV
champ_hybrids_name_19	V
champ_hybrids_name_20	VI
champ_hybrids_name_21	VII
champ_hybrids_name_22	VIII
champ_hybrids_name_23	IX
champ_hybrids_name_24	X
champ_hybrids_name_25	DnModre Reldeel
champ_hybrids_name_6	Subyugante
champ_hybrids_name_7	Abrumador
champ_hybrids_name_8	Erradicador
champ_hybrids_name_9	Poderoso
champ_insects_name_0	prehistórico
champ_insects_name_1	gigante
champ_insects_name_2	asesino
champ_insects_name_3	monstruoso
champ_insects_name_4	ancestral
champ_insects_name_5	espantoso
champ_insects_name_6	Letal
champ_insects_name_7	enloquecido
champ_insects_name_8	primordial
champ_insects_name_9	enorme
champ_jelly_name_0	glorb
champ_jelly_name_1	blorb
champ_jelly_name_10	flarb
champ_jelly_name_11	plop
champ_jelly_name_12	plorp
champ_jelly_name_13	plerp
champ_jelly_name_14	plarp
champ_jelly_name_15	plic
champ_jelly_name_16	pliiic
champ_jelly_name_17	durp
champ_jelly_name_18	glip
champ_jelly_name_19	glap
champ_jelly_name_2	blerp
champ_jelly_name_20	pleeb
champ_jelly_name_21	ploob
champ_jelly_name_22	plarb
champ_jelly_name_23	gloch
champ_jelly_name_24	glorc
champ_jelly_name_25	gle
champ_jelly_name_26	ple
champ_jelly_name_27	mle
champ_jelly_name_28	ey
champ_jelly_name_29	ie
champ_jelly_name_3	mlorb
champ_jelly_name_30	oob
champ_jelly_name_31	loob
champ_jelly_name_32	flotch
champ_jelly_name_33	o
champ_jelly_name_34	oo
champ_jelly_name_35	y
champ_jelly_name_36	ius
champ_jelly_name_37	ieus
champ_jelly_name_38	um
champ_jelly_name_39	ums
champ_jelly_name_4	glarb
champ_jelly_name_40	po
champ_jelly_name_41	eous
champ_jelly_name_42	ous
champ_jelly_name_43	fle
champ_jelly_name_46	it
champ_jelly_name_47	at
champ_jelly_name_48	otto
champ_jelly_name_49	atto
champ_jelly_name_5	blarb
champ_jelly_name_50	etto
champ_jelly_name_51	ietto
champ_jelly_name_52	ietta
champ_jelly_name_53	ga
champ_jelly_name_54	pa
champ_jelly_name_55	a-
champ_jelly_name_57	e
champ_jelly_name_58	pi
champ_jelly_name_59	ur
champ_jelly_name_6	mlerb
champ_jelly_name_61	u
champ_jelly_name_62	uh
champ_jelly_name_63	m
champ_jelly_name_64	mm
champ_jelly_name_65	bu
champ_jelly_name_66	buh
champ_jelly_name_67	bluh
champ_jelly_name_68	guncs
champ_jelly_name_69	Blaarg
champ_jelly_name_7	glerb
champ_jelly_name_8	florb
champ_jelly_name_9	flerb
champ_robots_name_0	modelo X-25
champ_robots_name_1	supercargado
champ_robots_name_10	modelo Robotmarx
champ_robots_name_11	tipo Tarkus
champ_robots_name_12	Failbot
champ_robots_name_13	JerAmy
champ_robots_name_14	Zeugma
champ_robots_name_2	R66Y
champ_robots_name_3	mediador
champ_robots_name_4	supervisor
champ_robots_name_5	mejorado
champ_robots_name_6	T-100
champ_robots_name_7	ultra
champ_robots_name_8	omega
champ_robots_name_9	modelo FiZ
champion_difficulty_1	Campeón
champion_difficulty_2	Rey
champion_difficulty_3	Minijefe
champion_difficulty_4	*LEYENDA*
champions_defeated	Campeones vencidos
charm_expire	El <color=yellow>efecto del encantamiento</color> desgasta ^tag1^. <color=red>¡Cuidado!</color>
charsheet_tab1	ATRIBUTOS
charsheet_tab2	AVENTURA
combined_bt	¡FUSIÓN!
combined_log	¡Dos especímenes de ^tag1^ se fusionan en uno!
community_discord_hype	¡Únete a la comunidad de Tangledeep en #cg#Discord#ec#! Charla con otros jugadores, debate estrategias, habla con los desarrolladores y entérate antes que nadie de las actualizaciones del juego.\n^tag1^
community_extra_info	\n¿Te apetece un poco de #cy#competición amistosa#ec#? ¡Compara tu puntuación en los #cg#desafíos#ec# diarios y semanales con la de otros jugadores en las tablas de #cg#clasificación#ec#!\n
confirm_corral_releasemonster	<color=yellow>¿SEGURO que quieres soltar a tu ^tag1^? Mira que entonces </color><color=red>desaparecerá para siempre...</color>
confirm_hit_damaging_destructible_txt	¿#cr#SEGURO#ec# que quieres romper esto: #cy#^tag1^#ec#?\n\n¡A esa distancia, te hará #cr#daño#ec#!\n
confirm_reset_keybinds	<color=yellow>¿Seguro que quieres resetear tus atajos de teclado a </color> <color=#ffc80a>^tag1^</color><color=yellow>? Se </color><color=red>sobrescribirán</color> tus atajos de teclado personalizados.
confirm_sell_all_common	<color=yellow>¿Seguro que quieres vender todo el equipamiento que no llevas puesto y los objetos de valor </color>COMUNES<color=yellow>? Eso NO incluye consumibles, objetos favoritos, equipamiento de mano secundaria emparejado o armas con acceso directo.
confirm_sell_all_magical	<color=yellow>¿Seguro que quieres vender </color><color=#0cffe6>TODO EL EQUIPAMIENTO QUE NO LLEVAS PUESTO</color><color=yellow> y los objetos de valor? Eso NO incluye consumibles, objetos favoritos, equipamiento de mano secundaria emparejado o armas con acceso directo.
confused_attack_log	¡A ^tag1^ le domina la <color=#40b843>confusión</color> y golpea ciegamente a su alrededor!
confused_bt	¡CONFUSIÓN!
confused_wander_log	¡A ^tag1^ le domina la <color=#40b843>confusión</color> y deambula sin rumbo!
cook_success	¡Cocinas una deliciosa ración de <color=yellow>^tag1^</color>!
cooked_food	<color=#40b843>¡Lo lograste!<color=#40b843> Has cocinado: <color=yellow>^tag1^</color>
corral_beauty_0	Repulsivo
corral_beauty_1	Superfeo
corral_beauty_2	Feo
corral_beauty_3	Del montón
corral_beauty_4	Cuqui
corral_beauty_5	Adorable
corral_beauty_6	¡Impactante!
corral_beauty_7	¡Despampanante!
corral_happy_0	Desgraciado
corral_happy_1	Infeliz
corral_happy_2	Descontento
corral_happy_4	Contento
corral_happy_5	Feliz
corral_happy_6	Jubiloso
corral_mon_subheader	Capturado por:
corral_monster_descline1	^tag1^, nivel: <color=yellow>^tag2^</color> PV: <color=#40b843>^tag3^</color> (Familia: <color=#0cffe6>^tag4^</color>)
corral_rarity_0	Común
corral_rarity_1	Poco común
corral_rarity_2	Inusual
corral_rarity_3	Muy inusual
corral_rarity_4	Mítico
corral_relationship_negative1	<color=yellow>Desagrado</color>
corral_relationship_negative2	<color=red>Rechazo</color>
corral_relationship_negative3	<color=red>Hostilidad</color>
corral_relationship_neutral	Neutral
corral_relationship_positive1	<color=#40b843>Agrado</color>
corral_relationship_positive2	<color=#40b843>Afecto</color>
corral_relationship_positive3	<color=#40b843>Amor</color>
corral_relationship_positive4	<color=#bf42f4>Amor verdadero</color>
creating_map	Creando mundo...
credits_backers_0	\n
credits_backers_0_title	<color=yellow>KICKSTARTER: LEYENDAS</color>\n\n<color=#40b843>* Amuys *</color>\n\n<color=#40b843>* Drew Walker *</color>
credits_backers_1	Alex "Seaflame" Boyer|Boar Games|Chad Seiter|Dane P.|DoubleByte|Ferg|Jillian Aversa|KrDragon|Kyle Stillwell|Narrev|TLWB|Tom Treutlein|Wesley Cho
credits_backers_1_title	<color=yellow>KICKSTARTER: HÉROES ANCESTRALES</color>
credits_backers_2	Aaron Haun|Aaron M. Mason|Alex (Jeezuspeacez) Hillebrand|Chris "aether" DiMilia|Daniel 'Doppelganger' Hamilton|David Lam|Deia Vengen|Derek Huelsman|Docjekyll (Chris Johnson)|Dr. David Eby|DraikTempest|Gareth Coker|Henry Rivera - AKA ActionHank|James Eaton|Jarrod Hammond|Jason Comstock|Kevin Hill - ChronoSoft|Matthew Morrow|Max Brustkern|Mil'Bereth|Moppet52|Nick Howland|Pantheria and Anton|Pete "MagiTycho" Kolts|Picopotus|Quill Smith|Razakai|Silverfang1387|Tung "Jimmy" Nguyen|Whangam|Xenon Odyssey|magemam
credits_backers_2_title	<color=yellow>KICKSTARTER: GRANDES MAESTROS</color>
credits_backers_3	Aaron Adrignola|Amy Hsieh and Jeremy Feder|Andreus Pash|Andrew Piseck|Ben Crowe|BenGates|Calbert Warner|Catie Vercammen-Grandjean|Chris Guinnup|Chris Wade (Sando15)|ClearRabbit|Cliff Bailey|Cort Stratton|DaPortlyJester|David Magoss|David Owen|Dickie Chapin|Doug Perry|Elizabeth Carter (ladyWildfire)|Emeraldspore|Erisubeth|Gaelmydd|Gavin Whyte|GeoHawke|GuitarJoe48|Hans "Fluffybottom" Nilsen|Ian Bowes (spelk)|Ian W Alexander|Jacob Rudolph|Jake McKnight|Jan Holtrichter|Jarel Jones|Jarinex|Jason Ingersoll|Jeff Morrow|Jenner B|Jesse Dotson|Jethro Logan|Joe Valdez|Joel Holcombe|John Moralis|Jon Warner|Jon-Paul Palacio|Jorrith Schaap|Justin "SwordSaint" Marquez|K41N|Kahandran|Kaleb Elwert|Karl Marx|Keven Arseneault|Kevin Beltz|Larry Oji (Liontamer)|Mara McKenzie|Marco Schropp|Mark Erik Dalhuisen|Master Frake|Matt McGuire|Matt Sever|Matthew "Utoxin" Walker|Michael 'gunks' DenHerder|Michael Aversa|Michael Howie|Michael St. George Matatics|Michel van den Brink|Mighty Pulpo|Mike Provant|Mirzero|Nathan Green|Nevin "Alestane" Flanagan|Noah Gordon|NorNogaAdmin|OverlordDarkWolf|Paper Coelacanth|Pyro(Jason) Severino|RedSword|Rich 'methecooldude' Smith|RidoKilos|Robert Tye|Ryan Fitzgerald|Ryan Thompson|Sean "Kadino" Sweeney|Sean "Sieglien" McCormick|Sergei "Bezo" Lempert|Slick Vic|Stefan 'Yami' Schutz|Steve "FiZ" VanSickle|Steven Rychetnik|Talrose|Taylor "Mirby" Brown|Thomas Nelson | TJourney|Tim Forcier|Tim Zemke|Traumblebert|Vezak|Wolfgang Knebel|Xtopher Bury|Yuta Suka|Zab|Zach Van Stanley|Zephiira|Zephyr Arsland|Zeugma|big giant circles|jocloud31|sleeparrow
credits_backers_3_title	<color=yellow>KICKSTARTER: GRANDES CAMPEONES</color>
credits_backers_4	Ala|Alucard2004|Andrew Hawkins|Andrew M. LaTour|AnionCat|Anna Dunster (DWLlama)|Anonymous|ArgusGlitch|Arovin|Arturo Hoffstadt Urrutia|Ashaba|Blembob|Brian Kompara|Broga|C Emmerich|Cay Blomqvist|Charles "Neocount" Chiodi|Chester C.|Chewy|Chris Geiger|Chumpy|Cindy B|Civarity|Cyflan|David McLaughlin|Demonnic|Devilspinky77|Disdonn Plays|DocMGM|Ehrich, Cyndi, and Faine|FranklinsAce|GaidinX|Gillis Thunderhead aka phil|GrumpyGamer|Heckoreck|Ian Hammond|Indigo Rogue|James Morse|Jamie Mason|Jeremiah Cunkle|Jesse Allen Reed|Jirosu|Joao de Oliveira|Joey Hewitt|John "Trip" McGee|John Uicker|Jonathan QUACH|Joseph Parsley|Josh Dionne|Josh Jones and Jarred Dodds|Josh Lee|Josh Winter|Jubell Johnson|Justin Goettig|Justin P. Singh|Justin Wahlne|Jutetrea|Jorgen Tjerno|Kalleina|Kevin North|Knuckle|Kristopher "Lawnchairs" Clark|Kyle Riff|Lars Viklund|LordRoto|Marisa "Darkeiko"|Matt (Twpsyn) Hill|Matt Ritchie|Michael Carr|Michael Milliken|Nathan Armstrong|Nearandaway|Nicholas de Leeuw|Nick Kowalski|Noah Radant|Ohmz and Avarinne|Orphean SA|Orshelack|Patashu|Paul Henkel|Paul Stanley|Quinn O'Hara-Brantner|ROT8|Renaud Marshall|Robes|Roger Yates|Rogueliker|Ross Annesley|SBAITSO486|Sam Denne|Seizui|Shadower|Sjourn|Starlo|Stevie Strickland|Stevo357sig|Storm|SunderCats|Taylor Sharrar|TehAkarf|Thomas Albert|Tim77|Tom Kilger|Tom LaTulipe|Tommie aka HereToHeckle|Tommy Di Stefano|Travels the Hunted|Tylup|UmatillaCowboy|Vagrant Wolf|Wade Bowers|William Prevett|Wilson Chung|Wingi|Wojciech Gebczyk|Yargoth|Zac Changnon|Zok|byuker86|chaplainzax|deansher|rantobi|shaf
