abil_skill_acidburstclose_name	Säurestoß
dialog_halfdemon_campfire_concerned_txt	<color=yellow>CYRUS</color>: Ah, die Antwort einer <color=yellow>weisen und vorsichtigen</color> Erkunderin. Doch keine Sorge, meine Mixtur ist ziemlich sicher.\n\nMehr oder weniger.\n\nWas ich mit Sicherheit sagen kann, ist, dass sie sich positiv auf <color=#40b843>Regeneration</color>, <color=#40b843>Kraft</color> und <color=#40b843>Abwehr</color> auswirkt, zumindest vorübergehend …\n
dialog_halfdemon_campfire_intro_2_txt	<color=yellow>CYRUS</color>: Ich hoffe doch, das Ergebnis meines <color=#40b843>Tranks</color> war erfolgreich. Viel Glück auf deinen Abenteuern.\n
dialog_halfdemon_campfire_intro_btn_0	Ich trinke normalerweise keine komischen Tränke …
dialog_halfdemon_campfire_intro_btn_1	Du hattest mich schon bei „experimentell“! Her damit!
dialog_halfdemon_campfire_intro_txt	<color=yellow>CYRUS</color>: Na sieh mal einer an, eine andere wandernde Seele. Und ich dachte, ich wäre der <color=yellow>Einzige</color> an diesem ruhigen Ort.\n\nNicht, dass ich die Gesellschaft nicht schätze.\n\nWo du schon mal hier bist, hättest du vielleicht Lust auf einen <color=#40b843>experimentellen Trank</color>? Er könnte für einen braven Abenteurer wie dich so einige Vorzüge haben.\n
dialog_happy_released_monster_intro2_txt	Liebe <color=#40b843>^$getstring:letter_heroname$^</color>,\n\nich bin es, <color=yellow>^$getstring:letter_author$^</color>. Es ist schon einige Zeit her, dass du mich in deine Obhut genommen hast. <color=#40b843>Tangledeep</color> ist ein gefährlicher Ort, doch ich habe hier so viele Dinge gelernt, zum Beispiel, wie man <color=yellow>Briefe schreibt</color>.\n
dialog_happy_released_monster_intro3_txt	Ich habe <color=yellow>viele wunderbare Erinnerungen</color> von unserer gemeinsamen Zeit. Als Zeichen meines Dankes habe ich diesem Brief eine <color=#40b843>besondere Duftmarke</color> beigefügt.\n\nNur andere Monster werden diesen Geruch verstehen. Sie beinhaltet meine Kraft, <color=#0cffe6>^$getstring:letter_skill$^</color>. Zeigst du ihnen diesen Duft, werden sie diese Kraft ebenfalls lernen.\n\nIch hoffe, dass dies deine Reise erleichtern wird!\n\nHerzliche Grüße\n<color=#40b843>^$getstring:letter_author$^</color>\n
dialog_happy_released_monster_intro_txt	… Ist das ein Brief von …<color=#0cffe6>^$getstring:letter_author$^</color>?\n\n
dialog_healer_help_callout_intro_adv_needhelp2_btn_1	Ja!
dialog_healer_help_callout_intro_adv_needhelp2_txt	<color=yellow>PERCY:</color> Bist du dir sicher, dass du <color=yellow>eine Erfahrungsstufe opfern möchtest</color>, um <color=#40b843>deine Vorräte aufzustocken</color>?\n
dialog_healer_help_callout_intro_adv_needhelp_btn_1	Ja, bitte hilf mir!
dialog_healer_help_callout_intro_adv_needhelp_txt	<color=yellow>PERCY:</color> Mein Kind, wie ich sehe, ist deine <color=#0cffe6>Flasche</color> trocken und dein <color=yellow>Rucksack</color> nur sehr leicht mit heilendem Essen gepackt.\n\nObwohl dein Geist stark ist *gähn* brauchen wir manchmal Zeit, über unsere Fehler nachzudenken.\n\nIch kann dir <color=yellow>frische Vorräte</color> geben, wenn du <color=yellow>geduldig</color> bist und den Verlust <color=yellow>einer Erfahrungsstufe</color> in Kauf nimmst.\n
dialog_healer_town_askbless_btn_0	EP-Segen
dialog_healer_town_askbless_btn_1	JP-Segen
dialog_healer_town_askbless_btn_2	Angriffssegen
dialog_healer_town_askbless_btn_3	Abwehrsegen
dialog_healer_town_askbless_txt	<color=yellow>PERCY:</color> Aber natürlich. Das Glück wird <color=yellow>99 Züge lang</color> über dich wachen, <color=yellow>während du deinen Abenteuern nachgehst</color>.\n\nWelche Art von Segen hast du im Sinne?\n
dialog_healer_town_askheal_btn_2	Das ist ja Wucher!
dialog_healer_town_askheal_txt	<color=yellow>PERCY:</color> Heilung ist *gähn* ein langsamer und natürlicher Prozess. Doch ihr Abenteurer habt es immer so eilig. Daher …\n
dialog_healer_town_askjobs_btn_0	Was passiert, wenn ich meinen Job wechsle?
dialog_healer_town_askjobs_txt	<color=yellow>PERCY:</color> Mein Kind, meiner Meinung nach bist du genau richtig, so wie du bist.\n\nDoch hast du dich bereits entschieden, so *gähn* erlaube mir, dich zu deiner neuen Bestimmung zu führen.\n
dialog_healer_town_expensive_txt	<color=yellow>PERCY:</color> Wenn du eine neue Erfahrungsstufe erreichst, erhältst du die Heilung als Geschenk von mir.\n\nDoch generell, nun ja *gähn* Heilung ist eben nicht billig. Wir alle haben Ausgaben, sogar der gute alte Percy.\n\nMit jedem Heilzauber wird meine Magie teurer. Nur mit einer neuen Erfahrungsstufe werden die Kosten wieder gesenkt. So will es das Gesetz der Natur nun einmal.\n
dialog_healer_town_intro_adv_needhelp2_btn_0	Nein
dialog_healer_town_intro_adv_needhelp_txt	<color=yellow>PERCY:</color> Mein Kind, wie ich sehe, ist deine <color=#0cffe6>Flasche</color> trocken und dein <color=yellow>Rucksack</color> nur sehr leicht mit heilendem Essen gepackt.\n\nObwohl dein Geist stark ist *gähn* brauchen wir manchmal Zeit, über unsere Fehler nachzudenken.\n\nIch kann dir <color=yellow>frische Vorräte</color> geben, wenn du <color=yellow>geduldig</color> bist und den Verlust <color=yellow>einer Erfahrungsstufe</color> in Kauf nimmst.\n
dialog_healer_town_intro_btn_0	Heile mich, bitte.
dialog_healer_town_intro_btn_1	Ich muss Flasche und Rucksack auffüllen!
dialog_healer_town_intro_btn_3	Jobs wechseln
dialog_healer_town_intro_btn_4	Werte zurücksetzen
dialog_healer_town_intro_btn_5	Segnung, bitte!
dialog_healer_town_intro_txt	<color=yellow>PERCY:</color> *gähn* Hallo, mein Kind. Seid gesegnet, du und all jene ohne Panzer .\n
dialog_healer_town_jobinfo_txt	<color=yellow>PERCY:</color> Wenn du zu einem neuen Job wechselst, behältst du deine <color=yellow>Erfahrung und Stufe</color> sowie all deine <color=yellow>erlernten Fähigkeiten</color>, allerdings wirst du die <color=#0cffe6>angeborenen Fähigkeiten und Werteboni</color> deines alten Jobs verlieren.\n\nDann wirst du die <color=#0cffe6>angeborenen Fähigkeiten und Boni</color> deines neuen Jobs annehmen, und seine <color=yellow>Fähigkeiten</color> erlernen können.\n\nDeine <color=yellow>Jobpunkte</color> können nicht auf den neuen Job übertragen werden, da JP <color=yellow>separat für jeden Job</color> gesammelt werden.\n
dialog_healer_town_jobs_not_enough_gold_txt	<color=yellow>PERCY:</color> Ich fürchte, du hast nicht genügend Gold, um deinen Job zu wechseln.\n
dialog_healer_town_resetstats_btn_0	Ja, Werte zurücksetzen
dialog_healer_town_resetstats_btn_1	Etwas anderes …
dialog_healer_town_resetstats_txt	<color=yellow>PERCY:</color> Fürchte dich nicht, deine <color=yellow>gefällten Entscheidungen</color> zu überdenken. Wir müssen unsere Fehler erkennen, nur so können wir über uns hinauswachsen.\n\nIch werde *gähn* deine <color=#40b843>Stufenboni</color> gegen eine kleine Gebühr zurücksetzen. Vielleicht für einen <color=yellow>Träumereiorb</color>? Die sehen so schön aus in meinem Zelt.\n
dialog_healer_town_shara_convo1_btn_0	Ja. Ich habe sie in Tangledeep getroffen.
dialog_healer_town_shara_convo1_txt	<color=yellow>PERCY:</color> Oh, mein liebes Kind … Haben meine alten Ohren mich getäuscht?\n\nHast du tatsächlich „<color=yellow>Shara</color>“ gesagt?\n
dialog_healer_town_shara_convo2_txt	<color=yellow>PERCY:</color> …\n\nIch <color=red>kann darüber nicht sprechen</color>, mein Kind. Es geschah zu einer Zeit, in welcher ich ein junges Kind im Stich gelassen und dadurch zugelassen habe, dass ihr Böses wiederfuhr.\n\nRede mit <color=yellow>Erin</color>. Sie wird wissen, von wem du sprichst.\n
dialog_healmeplease	Heilen, bitte
dialog_herbalist_dialog_inquire2_btn_0	<color=#40b843>Flow-verstärkter Pflanzenwachstum</color>? Ich finde das für dich heraus.
dialog_herbalist_dialog_inquire2_txt	<color=yellow>KADISHEV:</color> Nun ja, <color=#40b843>selbstverständlich nicht</color>. Sehe ich für dich denn wie ein roher Krieger aus?\n\nUnd selbst wenn ich das wäre – das Dorthinkommen ist ja bloß das halbe Problem. Meine Theorie ist, dass <color=#40b843>Flow-verstärkter Pflanzenwachstum im Wasser</color> eine Art besonderer Kräuter hervorbringen könnte.\n\nDoch ich habe keine solche Magie.\n
dialog_herbalist_dialog_inquire3_txt	<color=yellow>KADISHEV:</color> Das würdest du für mich tun? Hm, vielleicht sind manche Leute gar nicht so übel.\n\nPass bloß auf die Monster auf. Dort ist überall <color=#0cffe6>Wasser</color>, also solange du irgendwie eine <color=#40b843>Pflanze anbaust</color>, sollte es es nicht so schwierig werden.\n\n
dialog_herbalist_dialog_inquire_btn_0	Lass mich raten, mit Monstern hast du es wohl nicht so?
dialog_herbalist_dialog_inquire_txt	<color=yellow>KADISHEV:</color> … … …\n\nHm. Das hatte ich nicht unbedingt erwartet. Tut mir leid, ich bin Leute einfach nicht gewohnt. Nimm es nicht persönlich.\n\nIch <color=yellow>könnte tatsächlich</color> etwas Hilfe gebrauchen. In der Kammer über uns gibt es Wasser mit <color=#40b843>besonderen Eigenschaften</color>, und ich vermute, dass dort ganz besondere Kräuter wachsen könnten.\n
dialog_herbalist_dialog_intro2_txt	<color=yellow>KADISHEV:</color> Hast du die <color=#40b843>Kräuter</color> endlich gefunden? Vergiss nicht: Du musst in der Ebene über uns <color=#40b843>eine Pflanze anbauen</color>, und zwar im <color=#0cffe6>Wasser</color>.\n
dialog_herbalist_dialog_intro3_btn_0	???
dialog_herbalist_dialog_intro3_txt	<color=yellow>KADISHEV:</color> Die <color=#40b843>Kräuter</color>! Wie aufregend! Um ganz ehrlich zu sein, habe ich keine Ahnung, welche magischen Eigenschaften sie haben könnten. Ich frage mich, was wohl passiert, wenn ich etwas von diesem <color=yellow>Trank</color> draufgebe …
dialog_herbalist_dialog_intro4_txt	<color=yellow>KADISHEV:</color> … … …\n\nIch glaube, ich werde mich eine Weile von <color=yellow>Kräutern und Tränken</color> fernhalten.\n\n
dialog_herbalist_dialog_intro_btn_0	Ich könnte dir damit helfen, trotz deiner miesen Laune …
dialog_herbalist_dialog_intro_btn_2	Na dann! Tschüss!
dialog_herbalist_dialog_intro_txt	<color=yellow>KADISHEV:</color> Was fällt dir ein, mich zu <color=red>unterbrechen</color>? Nicht jeder hat Zeit zum Schwätzen!\n\nIch bin mit dem Suchen wertvoller Kräuter beschäftigt, also <color=red>lass mich bloß in Ruhe</color>.\n
dialog_info_challenges	#big#Schön, dass du die #cy#^tag1^#ec# gefunden hast!#endbig#\n\nSieh dir deine #cg#Spezialtalente#ec# und #cc#Spielmods#ec# an …\n\nSolltest du diese Herausforderung #cr#nicht#ec# rechtzeitig meistern, so wird diese Speicherdatei in eine gewöhnliche umgewandelt.\n\nDer Tag beginnt um #cy#00:00 EST#ec#. Die Woche beginnt am #cy#Montag#ec#.\n\n#cg#Viel Glück!#ec#\n
dialog_itemdream_enter_nogold_main_btn_1	Trotzdem betreten
dialog_itemdream_enter_nogold_main_txt	Du hast dem Traumgießer keine <color=yellow>^tag1^</color> hinzugefügt!\n\nOhne ^tag1^ <color=red>erhält dein Gegenstand keine zusätzliche magische Eigenschaft</color>.\n\nJe mehr <color=yellow>^tag1^</color> du hinzufügst, desto größer die Chance, dass der Gegenstand eine <color=yellow>magische Eigenschaft</color> erhält.\n\n<color=yellow>Bist du SICHER, dass du diesen Gegenstand betreten möchtest, ohne ^tag1^</color> hinzuzufügen?\n
dialog_itemworld_exit_main_txt	Du hast den <color=#0cffe6>ERINNERUNGSKÖNIG</color> besiegt und deinen neu aufgewerteten Gegenstand erhalten!\n\nDu kannst diesen Ort jederzeit mit deinem <color=yellow>Fluchtportal</color> verlassen. Aber sammle auf jeden Fall erst deine ganze <color=yellow>Beute</color> ein …\n
dialog_itemworld_exit_nightmareking_main_txt	Du hast die <color=#0cffe6>ALPTRAUMKÖNIGIN</color> besiegt und deinen neu aufgewerteten Gegenstand erhalten!\n\nDu kannst diesen Ort jederzeit mit deinem <color=yellow>Fluchtportal</color> verlassen. Aber sammle auf jeden Fall erst deine ganze <color=yellow>Beute</color> ein …\n
dialog_itemworld_exit_nightmareprince_main_txt	Du hast den <color=#0cffe6>ALPTRAUMPRINZEN</color> besiegt und deinen neu aufgewerteten Gegenstand erhalten!\n\nDu kannst diesen Ort jederzeit mit deinem <color=yellow>Fluchtportal</color> verlassen. Aber sammle auf jeden Fall erst deine ganze <color=yellow>Beute</color> ein …\n
dialog_jewelrymerchant_dungeon_intro_txt	<color=yellow>JULIANDO:</color> Schmuck gefällig? Mit Schmuck siehst du bestimmt noch schmucker aus!\n
dialog_job_unlock_intro_txt	<size=50><color=#40b843>GLÜCKWUNSCH!</color></size>\n\nDu hast den Job <color=yellow>^$getstring:unlockjob$^</color> für diesen Speicherplatz freigeschaltet!\n\nDu kannst nun neue Charaktere mit diesem Job spielen oder ihn jederzeit wechseln, indem du mit <color=yellow>Percy</color> auf dem <color=yellow>Windbacher Marktplatz</color> sprichst.\n\n
dialog_jobemblem_nexttier_emblem_addtier_power_txt	<size=50><color=#40b843>Emblem-Rang freigeschaltet!</color></size>\n\nBestehst du den <color=#40b843>Jobtest</color>, so erhältst du womöglich einen neuen Bonus für ^tag2^.\n\nDieser Bonus ist <color=yellow>DAUERHAFT</color> und kann nicht geändert oder entfernt werden. Wähle also mit Bedacht!\n
dialog_jobtrial_callout_intro_txt	<color=yellow>JORITO</color>: Du hast gut trainiert, tapfere Kriegerin. Womöglich bist du bereit, eine <color=yellow>tiefere Meisterung</color> in deinem <color=#0cffe6>Job</color> zu erreichen.\n\nSprich mich an, dann werde ich dir mehr darüber erzählen.\n
dialog_jobtrial_desc_main2_txt	Vergiss nicht: Eine <color=red>Niederlage</color> im Test ist wie eine <color=red>Niederlage im Dungeon</color>! Du kannst mithilfe deines <color=yellow>Portals</color> fliehen, doch damit wirst du diesen Test automatisch nicht bestehen.\n\n
dialog_jobtrial_desc_main_txt	<size=50><color=#40b843>Rang ^tag3^ ^tag4^-Jobtest</color></size>\n\nUm diesen Test zu <color=yellow>bestehen</color>, musst du Folgendes tun:\n\n^tag5^\n\nDu darfst während des Tests NUR <color=yellow>^tag2^</color> Verbrauchsgegenstände verwenden.\n\n
dialog_journal_entry2_main_txt	<size=50>Über Frösche</size>\n\nNicht viele haben sich die Zeit genommen, die gewöhnliche <color=yellow>Pilzkröte</color> und seinen Verwandten, den <color=yellow>Morastfrosch</color>, zu wertschätzen. Ihr Verhalten ist wahrlich bemerkenswert!\n\nIm Gegensatz zu anderen Kreaturen in <color=yellow>Tangledeep</color> legen diese Lebewesen eine unglaubliche Kameraderie an den Tag und eilen ohne Überlegung Brüdern in Gefahr zur Hilfe.\n\nIch freue mich darauf, mehr über sie zu lernen, vielleicht im <color=yellow>Froschmorast</color>, den ich untersucht habe …\n\n<color=#0cffe6>– Unbekannt</color>\n
dialog_journal_entry3_main_txt	<size=50>Ein Paradies für Schatzjäger</size>\n\nDieser Ort ist eine Goldgrube! In den letzten zwei Wochen habe ich <color=yellow>über ein Dutzend</color> Schwerter, Äxte und Brustpanzer aufgelesen, die in den Höhlen verteilt herumlagen.\n\nHier ein bisschen Waffenschärfen, da ein bisschen Flickarbeit für die Rüstung, und schon sind sie so gut wie neu.\n\nWenn ich mir jetzt bloß noch die Monster vom Leibe halten könnte, könnte ich mich gar nicht mehr beklagen.\n\n<color=#0cffe6>– Unbekannt</color>\n
dialog_journal_entry4_main_txt	<size=50>blubb</size>\n\nglob glob glop glop <color=yellow>globglop</color>.\n\nblubb gurpurper …\n\ndropf blobb blobblopp.\n\n<color=#0cffe6>– blup</color>\n
dialog_journal_entry5_main_txt	<size=50>Abenteuerliche Grundrezepte, Teil 1</size>\n\nWer sagt denn, dass man ein kulinarisches Genie sein muss, um <color=yellow>gesundes, heilendes Essen</color> zu kochen? Denn wer das sagt, der lügt!\n\nSuche dir ein <color=yellow>Lagerfeuer</color> und probiere diese einfachen Zutatenkombinationen aus … Das Ergebnis kann sich schmecken lassen!\n\n<color=#0cffe6>OBSTSCHALE</color>: Zwei beliebige Früchte\n<color=#0cffe6>FLEISCH-KEBAB</color>: Zwei beliebige Stück Geflügel (kein Fisch!)\n\n<color=#0cffe6>– Wanderkoch Van Stanley</color>\n
dialog_journal_entry6_main_txt	<size=50>Abenteuerliche Grundrezepte, Teil 2</size>\n\nEs ist unglaublich, was man mit einem <color=yellow>Sack Getreide</color> so alles machen kann, wenn man an einen rankommt!\n\nSuche dir ein <color=yellow>Lagerfeuer</color> und probiere diese einfachen Zutatenkombinationen aus … Das Ergebnis kann sich schmecken lassen!\n\n<color=#0cffe6>HERZHAFTES FLEISCHWICH</color>: Ein Käse, ein Sack Getreide und ein beliebiges Fleisch\n<color=#0cffe6>MAKI SUSHI</color>: Zwei Fische und einen Sack Getreide\n\n<color=#0cffe6>– Wanderkoch Van Stanley</color>\n
dialog_journal_entry7_main_txt	<size=50>Abenteuerliche Grundrezepte, Teil 3</size>\n\nGibt es irgendjemanden, der keine <color=yellow>Schokolade</color> mag? Ein lecker zubereiteter Nachtisch kann die besten <color=yellow>Aromen</color> zum Vorschein bringen, und einige wunderbare <color=yellow>gesundheitliche Vorzüge</color> mit dazu!\n\nSuche dir ein <color=yellow>Lagerfeuer</color> und probiere diese einfachen Zutatenkombinationen aus … Das Ergebnis kann sich schmecken lassen!\n\n<color=#0cffe6>KÄSEFLAN</color>: Ein Käse und ein Schokoriegel (oder ein Keks)\n<color=#0cffe6>MINZSCHNITTE</color>: Zwei beliebige Päckchen Minzbonbons, Schokoriegel oder Kekse\n\n<color=#0cffe6>– Wanderkoch Van Stanley</color>\n
dialog_journal_entry8_main_txt	<size=50>Abenteuerliche Grundrezepte, Teil 4</size>\n\nNatürlich isst niemand <color=#40b843>gerne</color> sein <color=yellow>Obst und Gemüse</color>. Aber wir können wenigstens dafür sorgen, dass diese Vitaminbomben viel besser schmecken!\n\nSuche dir ein <color=yellow>Lagerfeuer</color> und probiere diese einfachen Zutatenkombinationen aus … Das Ergebnis kann sich schmecken lassen!\n\n<color=#0cffe6>KAROTTENEINTOPF</color>: Ein Käse, eine Karotte\n<color=#0cffe6>FRUCHTAUFLAUF</color>: Zwei beliebige Früchte und ein Schokoriegel, eine Minze, oder ein Keks\n\n<color=#0cffe6>– Wanderkoch Van Stanley</color>\n
dialog_journal_entry9_main_txt	<size=50>Abenteuerliche Grundrezepte, Teil 5</size>\n\nViele mögen keine Chilischoten, weil man sie nicht roh verputzen kann. Aber sie machen sich toll in Gerichten!\n\nSuche dir ein <color=yellow>Lagerfeuer</color> und probiere diese einfachen Zutatenkombinationen aus … Das Ergebnis kann sich schmecken lassen!\n\n<color=#0cffe6>WÜRZIGE MOLE</color>: Eine Chilischote, ein Schokoriegel oder Java-Bohnen.\n<color=#0cffe6>SCHARFE TACOS</color>: Ein Fisch oder Fleisch, ein Sack Getreide, eine Chilischote.\n\n<color=#0cffe6>– Wanderkoch Van Stanley</color>\n
