abil_skill_acidburstclose_name	酸の炸裂
dialog_casino2_explain_blackjack_txt	<color=yellow>ラウンジシャーク:</color> このゲームの目標は、カードを引いて、数字をなるべく<color=yellow>21まで近づけること</color>だ。カードの点数は、2から10まではカードの数字に準ずる。\n\n<color=yellow>ジャック、クイーン、キング</color>の絵札は、どれも10点だ。<color=#40b843>エース</color>は1点か11点、どちらでも<color=yellow>都合のいい点数</color>を使っていい。\n\n<color=red>21点を超えちまったら、お嬢ちゃんの負け</color>！だが、開いたカードが<color=yellow>21</color>だったら、<color=#40b843>自動的にお嬢ちゃんの勝ち</color>だ。それ以外の点数の時は、<color=yellow>オレのカードを上回る</color>必要があるぞ。\n
dialog_casino2_explain_ceelo_txt	<color=yellow>ラウンジシャーク:</color> このゲームはちょいとややこしいぜ。まず、オレが<color=#40b843>ダイスを3個振る</color>。出た目が<color=yellow>4-5-6</color>か<color=yellow>同じ目</color>が<color=#40b843>3つ</color>、それか<color=yellow>6</color>を含む<color=#40b843>ゾロ目</color>だったら、オレの勝ちだ。\n\n逆に出た目が<color=yellow>1-2-3</color>か、<color=yellow>1</color>を含む<color=yellow>ゾロ目</color>だったら、オレの負けだ。それ以外の目の時は、<color=yellow>目が2つそろう</color>までダイスを振り続け、<color=yellow>3個目のダイス</color>がオレの点数になる。\n\nお嬢ちゃんも同じ得点ルールで、<color=#40b843>ダイスを3個振ってもらうぜ</color>。ただし、2つだけこのリザードラウンジ独自のルールがあってな。<color=yellow>6を含むゾロ目</color>が出た場合、お嬢ちゃんの即勝ち<color=red>にはならねえ</color>。それと、時たま、ダイスが<color=red>テーブルから落っこちる</color>ことがある。そんときゃ、お嬢ちゃんの<color=red>即負け</color>だから注意しな。\n
dialog_casino2_explain_slots_txt	<color=yellow>ラウンジシャーク:</color> <color=yellow>スロット</color>なんて簡単さ。誰だってプレイできら！ただレバーを引いて、<color=#40b843>宝石</color>をそろえりゃいい。<color=yellow>宝石が3個そろえば</color>、お嬢ちゃんの勝ちだ！\n\nそろった宝石の<color=yellow>レア度</color>が高けりゃ、獲得コインの倍率も上がるって寸法よ。いくら賭けるか、よく考えな！\n
dialog_casino2_helpgames_btn_0	スロットの遊び方は？
dialog_casino2_helpgames_btn_1	シャークジャックの遊び方は？
dialog_casino2_helpgames_btn_2	ニュールーレット（ダイス）の遊び方は？
dialog_casino2_helpgames_txt	<color=yellow>ラウンジシャーク:</color> 恥ずかしがるなって。<color=yellow>ゲームで遊びてえなら</color>、先にルールを知っとかねえとよ。どのゲームについて知りたい？\n
dialog_casino2_info_rewards_txt	<color=yellow>ラウンジシャーク:</color> なあに、簡単さ。難しいことは一切ねえ。お嬢ちゃんは各ゲームに、<color=yellow>100</color>G、<color=yellow>1000</color>G、または<color=yellow>10000</color>Gを<color=yellow>賭ける</color>。ゲームに<color=#40b843>勝ったら</color>、賭け金100Gにつき、少なくとも1枚の<color=#0cffe6>ラウンジチップ</color>がもらえるって寸法さ。\n\n逆にゲームに<color=red>負けちまったら</color>、まあ、悪銭身につかずってやつさ...わかるだろ？\n\n<color=#0cffe6>ラウンジチップ</color>は受付カウンターで、<color=#40b843>素敵なアイテム</color>と交換できるぞ。
dialog_casino2_intro_btn_0	盗賊がどうしたの？
dialog_casino2_intro_btn_1	何をもらえるの？
dialog_casino2_intro_btn_2	ゲームの遊び方は？
dialog_casino2_intro_questcomplete_txt	<color=yellow>ラウンジシャーク:</color> ゲームはどうだい、お嬢ちゃん？<color=yellow>コイン</color>を勝ち取り、<color=yellow>豪華賞品</color>と引き換えて、みんなで笑顔になろうぜえ。\n
dialog_casino2_intro_txt	<color=yellow>ラウンジシャーク:</color> ...うす汚い<color=red>盗賊ども</color>め...あいつらのせいで、<color=yellow>金をたんまり持った客</color>が寄りつきゃしねえ...こんな状況で、どうやってカモから金を巻き上げろってんだよ？\n\n...！！！\n\nああ、これは失礼しました、<color=yellow>お客様ぁ</color>！まったく気づきませんで...<color=yellow>ゲーム</color>で遊んでいかれますかい？<color=yellow>チップ</color>を勝ち取り、<color=yellow>豪華賞品</color>と引き換えて、みんなでニッコニコになりましょう！\n
dialog_casino2_quest_cleared_2_txt	<color=yellow>ラウンジシャーク:</color> ああ、うん、それな。<color=yellow>ま、約束は約束だしよ</color>。持ってきな、お嬢さん。\n
dialog_casino2_quest_cleared_btn_0	ちょろいもんね。それじゃ報酬を...
dialog_casino2_quest_cleared_txt	<color=yellow>ラウンジシャーク:</color> その鎧の傷あとと、泥だらけの顔から察するに、問題を片づけてくれたんだな？\n
dialog_casino_flyer_main_txt	魔物がはびこる洞くつを、命を賭けて探検するのはもう十分というアナタ。代わりに唯一無二の<color=yellow>リザードラウンジ</color>でお金を賭け、永遠に続く至福の時をお過ごしください！\n\n「<color=#79a2ab>シャークジャック</color>でディーラーをやっつける強運をお持ちですか？あるいは<color=#40b843>スロットマシン</color>で運命のレバーを引き、ジャックポットを狙ってみますか？」\n\n「あなたがリスクを恐れない真の勇者なら、回転するダイスに運命を委ねてみてはいかがでしょう？」\n\n「さあ、そこでウンウンとうなずいていないで、今すぐ当リザードラウンジへおいでください！」\n
dialog_changejob	転職する
dialog_confirm_campfire_stairs_text	あなたは#cy#たき火で休んでも#ec#、#cg#回復用の特殊な食べ物#ec#を料理してもいません！今立ち去ると、このたき火には二度と戻れなくなります。\n\n#cr#本当に#ec#立ち去ってもよろしいですか？\n
dialog_confirm_closedream	#cy#ドリームキャスター:#ec# 現在のモノの夢を#cy#本当に閉じて#ec#もよろしいデスカ？\n\nアナタの#cy#アイテム#ec#は返却されますが、夢の中のそれ以外のものはすべて#cr#消滅#ec#しマス。\n\n消費したゴールド、JP、オーブは戻ってきまセン。\n
dialog_confirm_hit_friendly_intro_btn_1	はい
dialog_confirm_hit_friendly_intro_txt	<color=yellow>^tag1^</color>を<color=red>敵対化</color>しますか？ ^tag2^
dialog_confirm_hit_friendly_intro_txt_part2	味方ではなくなってしまいます！\n
dialog_confirm_reset_keybindings_main_txt	<color=yellow></color> <color=#ffc80a>^tag1^</color><color=yellow>のキー割り当てをリセットしますか？独自のキー割り当ては</color><color=red>上書き</color><color=yellow>されます。</color>\n
dialog_confirm_sell_favoriteitem	#cg#お気に入り#ec#アイテムの「^tag1^」を、#cy#本当に#ec#売ってもよろしいですか？\n
dialog_confirm_use_portal_jobtrial_main_txt	<color=yellow></color><color=#40b843>ジョブの試練</color><color=yellow>の最中ですが、脱出ポータルを使用しますか？</color>\n\nポータルのタイマーが0になった瞬間、あなたは試練に</color><color=red>失敗</color>し、<color=yellow>再挑戦に必要なJPが上昇します！\n
dialog_cooking_intro_txt	このたき火は<color=yellow>美味しい食べ物を料理する</color>のにぴったりの場所だ。<color=yellow>食材</color>を持っていれば、下のレシピを使って料理できる。\n
dialog_corral_angry_pet	<color=yellow>ジェセ:</color> <color=yellow>^tag1^</color>は可哀そうに、牧場から出たくないって言ってるよ。前回あんたに連れられてった時に、#cr#よっぽどつらい目#ec#に遭ったんだろうねえ。\n\nもう少し時間を置いてから、また様子を見に来るといいよ。二度とこんなことが起きないよう、#cy#ペット保険#ec#に入っておいたほうがいいかもね！\n
dialog_corral_breed_maxmonsters_main_txt	<color=yellow>ジェセ</color>: あんたがこの魔物ちゃんに<color=#bf42f4>特別なエサ</color>を分け与えたら、<color=yellow>とんでもないこと</color>が起きるかもしれない...最初に、牧場に<color=yellow>空きを作っておく</color>べきかもね。\n\n
dialog_corral_error_nomonsters	今は牧場に魔物ちゃんが1匹もいないよ。<color=yellow>魔物トンカチ</color>を入手し、魔物ちゃんを気絶させて、あたいのところへ連れてくるんだ。\n
dialog_corral_namemonster_main_btn_0	名前が決まった！
dialog_corral_namemonster_main_txt	この<color=yellow>魔物ちゃん</color>に名前をつけてやりな！あんたがつけなきゃ、<color=yellow>あたい</color>が名付け親になってやるよ。
dialog_corral_namemonster_random_txt	この<color=yellow>魔物ちゃん</color>に名前をつけてやりな！
dialog_corral_namenewmonster_main_txt	<color=yellow>新しくふ化した魔物</color>に名前をつけよう！あなたがつけない場合は、<color=yellow>ジェセ</color>が名付け親になってくれます。
dialog_corral_petinsurance_alreadyhave_main_txt	<color=yellow>ジェセ:</color> あんたは<color=yellow>もうペット保険に入ってる</color>よ！だから大切なペットに何が起きても安心さ！\n\nもちろん、一度使うとなくなっちまうし、買い直す必要があるけどね。\n
dialog_corral_petinsurance_notenoughgold_main_txt	<color=yellow>ジェセ:</color> 言いにくいんだけどさ、ちょいと<color=yellow>お金</color>が足りないみたいだね。\n\nま、お金が貯まったら戻ってきな。それまでの間、ペットの取り扱いは<color=red>慎重にな</color>！\n\n
dialog_corral_unhappy_pet_main_txt	<color=yellow>ジェセ:</color> うーん、参ったね...どうやら<color=yellow>^tag1^</color>は、あんたと友だちになりたくないみたいだ。連れ出したところで、スキを見つけて<color=red>逃げてっちまう</color>だろうねぇ！\n\nこいつに<color=yellow>美味しいエサ</color>でもあげてやったらどうだい？あるいは<color=#0cffe6>手入れをしてやって</color>、機嫌を取ってみるとかさ？\n\nあたいの見立てじゃ、こいつの気分が<color=#40b843>^tag2^</color>以上にならないと、あんたの冒険にはついてかないよ。\n
