abil_skill_acidburstclose_name	Acid Burst
dialog_info_challenges	#big#Welcome to the #cy#^tag1^#ec#!#endbig#\n\nBe sure to check your #cg#Feats#ec# and #cc#Game Modifiers#ec#...\n\nIf you #cr#do not#ec# complete the challenge in time, this save file will be converted into a regular one.\n\nDays begin at #cy#4:00AM UTC#ec#. Weeks begin on #cy#Monday#ec#.\n\n#cg#Good luck!#ec#\n
dialog_itemdream_enter_nogold_main_btn_1	Enter Anyway
dialog_itemdream_enter_nogold_main_txt	You haven't added any <color=yellow>^tag1^</color> to the Dreamcaster!\n\nWithout adding ^tag1^, <color=red>your item won't get an additional magic property</color>.\n\nThe more <color=yellow>^tag1^</color> you add, the greater the chance the item will get a <color=yellow>magic property</color>.\n\n<color=yellow>Are you SURE you want to enter this item without adding ^tag1^?</color>\n
dialog_itemworld_exit_main_txt	You've defeated the <color=#0cffe6>MEMORY KING</color> and retrieved your newly-upgraded item!\n\nYou can exit any time by using your <color=yellow>Escape Portal</color>. Be sure to collect all the <color=yellow>loot</color> first...\n\n
dialog_itemworld_exit_nightmareking_main_txt	You've defeated the <color=#0cffe6>NIGHTMARE QUEEN</color> and retrieved your newly-upgraded item!\n\nYou can exit any time by using your <color=yellow>Escape Portal</color>. Be sure to collect all the <color=yellow>loot</color> first...\n\n
dialog_itemworld_exit_nightmareprince_main_txt	You've defeated the <color=#0cffe6>NIGHTMARE PRINCE</color> and retrieved your item!\n\nYou can exit any time by using your <color=yellow>Escape Portal</color>. Be sure to collect all the <color=yellow>loot</color> first...\n\n
dialog_jewelrymerchant_dungeon_intro_txt	<color=yellow>JULIANDO:</color> Buy some jewelry? It would look great on you!\n
dialog_job_unlock_intro_txt	<size=50><color=#40b843>CONGRATULATIONS!</color></size>\n\nYou have unlocked the <color=yellow>^$getstring:unlockjob$^</color> job!\n\nYou may now start new characters with this job, or change anytime by talking to <color=yellow>Percy</color> in <color=yellow>Riverstone Camp</color>.\n\n
dialog_jobemblem_nexttier_emblem_addtier_power_txt	<size=50><color=#40b843>Emblem Tier Unlocked!</color></size>\n\nBy overcoming the <color=#40b843>Job Trial</color>, a new bonus may be added to your ^tag2^.\n\nThis bonus is <color=yellow>PERMANENT</color> and can never be changed or removed. Choose carefully!\n
dialog_jobtrial_callout_intro_txt	<color=yellow>JORITO</color>: You have trained well, brave warrior. Perhaps you are ready to achieve <color=yellow>further mastery</color> of your <color=#0cffe6>Job</color>.\n\nSpeak with me, and I will tell you more.\n
dialog_jobtrial_desc_main2_txt	Remember: <color=red>Defeat</color> in the Trial is like <color=red>defeat in the dungeon</color>! You can escape using your <color=yellow>Portal</color>, but you will forfeit this Trial attempt if you do.\n\n
dialog_jobtrial_desc_main_txt	<size=50><color=#40b843>Tier ^tag3^ Trial of the ^tag4^</color></size>\n\nTo <color=yellow>complete</color> the Trial, you must:\n\n^tag5^\n\nYou may ONLY use <color=yellow>^tag2^</color> consumable items during the Trial.\n\n
dialog_journal_entry2_main_txt	<size=50>On Frogs</size>\n\nFew have taken the time to appreciate the common <color=yellow>Fungal Toad</color> and its relative, the <color=yellow>Bog Frog</color>. Their behavior is truly remarkable!\n\nUnlike many other creatures of <color=yellow>Tangledeep</color>, they show incredible camaraderie, hurtling themselves to the aid of any brethren who might be in danger.\n\nI'm eager to learn more, perhaps in the <color=yellow>Frog Bog</color> I've observed...\n\n<color=#0cffe6>- Unknown</color>\n
dialog_journal_entry3_main_txt	<size=50>Scavenger's Heaven</size>\n\nThis place is a goldmine! In the last two weeks, I've picked up <color=yellow>over a dozen</color> swords, axes, and chest plates scattered in the caves.\n\nA little sharpening for the weapons, a little patchwork for the armor, and they're good as new.\n\nIf I can just keep out of the way of the monsters, I'll be set for life.\n\n<color=#0cffe6>- Unknown</color>\n
dialog_journal_entry4_main_txt	<size=50>blorp</size>\n\nglip glip glop glop <color=yellow>glipglop</color>.\n\nblorp gurpurper...\n\ndrip bloob ploopplop.\n\n<color=#0cffe6>- blup</color>\n
dialog_journal_entry5_main_txt	<size=50>Basic Adventurin' Recipes, Part 1</size>\n\nWho says you need to be a culinary genius to create <color=yellow>healthful, restorative food</color>? Because you don't!\n\nFind yourself a <color=yellow>campfire</color> and try these simple ingredient combinations... You'll love the results!\n\n<color=#0cffe6>FRUIT BOWL</color>: Any two fruit\n<color=#0cffe6>MEAT KEBABS</color>: Any two pieces of poultry (not fish!)\n\n<color=#0cffe6>- Wandering Chef, Van Stanley</color>\n
dialog_journal_entry6_main_txt	<size=50>Basic Adventurin' Recipes, Part 2</size>\n\nIt's amazing what you can do with a <color=yellow>bag of grain</color>, if you get your hands on one!\n\nFind yourself a <color=yellow>campfire</color> and try these simple ingredient combinations... You'll love the results!\n\n<color=#0cffe6>HEARTY MEATWICH</color>: One cheese, one Bag of Grain, and any meat\n<color=#0cffe6>MAKIZUSHI</color>: Two fish, one bag of grain\n\n<color=#0cffe6>- Wandering Chef, Van Stanley</color>\n
dialog_journal_entry7_main_txt	<size=50>Basic Adventurin' Recipes, Part 3</size>\n\nWho doesn't love <color=yellow>chocolate</color>? A nice cooked dessert can bring out the best <color=yellow>flavors</color>, and some great <color=yellow>health benefits</color> too!\n\nFind yourself a <color=yellow>campfire</color> and try these simple ingredient combinations... You'll love the results!\n\n<color=#0cffe6>CHEESE FLAN</color>: One cheese, one chocolate (or cookie)\n<color=#0cffe6>MINT FUDGE</color>: Any two mints, chocolates, or cookies\n\n<color=#0cffe6>- Wandering Chef, Van Stanley</color>\n
dialog_journal_entry8_main_txt	<size=50>Basic Adventurin' Recipes, Part 4</size>\n\nSure, sure, nobody <color=#40b843>likes</color> to eat their <color=yellow>fruits and vegetables</color>. But we can make 'em taste a whole lot better!\n\nFind yourself a <color=yellow>campfire</color> and try these simple ingredient combinations... You'll love the results!\n\n<color=#0cffe6>CARROT STEW</color>: One cheese, one carrot\n<color=#0cffe6>FRUIT COBBLER</color>: Any two fruits, any one chocolate, mint, or cookie\n\n<color=#0cffe6>- Wandering Chef, Van Stanley</color>\n
dialog_journal_entry9_main_txt	<size=50>Basic Adventurin' Recipes, Part 5</size>\n\nA lot of folks look down on chili peppers, since you can't eat 'em raw. But they make some fine meals!\n\nFind yourself a <color=yellow>campfire</color> and try these simple ingredient combinations... You'll love the results!\n\n<color=#0cffe6>SAVORY MOLE</color>: One chili pepper, one chocolate or java beans.\n<color=#0cffe6>SPICY TACOS</color>: One fish or meat, one bag of grain, one chili pepper.\n\n<color=#0cffe6>- Wandering Chef, Van Stanley</color>\n
dialog_katie_casino_intro_txt	<color=yellow>KATIE</color>: Hi there! ~<color=yellow>nyaaa</color>~\n\nIsn't this place fun?\n
dialog_katje_dungeon1_inquire_txt	<color=yellow>KATIE TWINKLES:</color> I know all the ins and outs of this place!\n\n... and monsters stay away from me 'cause I'm so cute!\n
dialog_katje_dungeon1_intro_btn_1	Sell Items
dialog_katje_dungeon1_intro_btn_2	Sell Unequipped Gear (Common)
dialog_katje_dungeon1_intro_btn_3	Sell Unequipped Gear (All)
dialog_katje_dungeon1_intro_btn_4	You look familiar...
dialog_katje_dungeon1_intro_btn_5	How did you get up here?!
dialog_katje_dungeon1_intro_txt	<color=yellow>KATIE TWINKLES:</color> Hi there, nya~\n\nMaybe buy some stuff I found?\n
dialog_katje_dungeon1_sister_txt	<color=yellow>KATIE TWINKLES:</color> Hi there! Maybe you met my sister, in Riverstone Camp?\n\nPeople do say we look alike, nya~\n
dialog_katje_town_explain_self_txt	<color=yellow>KATIE TWINKLES:</color> It's a family tradition! My sisters and I just <color=red>LOVE</color> adventurers like you, we think you're the <color=#0cffe6>coolest</color> and the <color=yellow>strongest</color> and the <color=#ffc80a>best</color>! Nyaah~!\n\nWe keep our shops chock full of the <color=red>s</color><color=#0cffe6>p</color><color=#ffc80a>a</color><color=yellow>n</color><color=#0cffe6>g</color><color=#40b843>l</color><color=#0cffe6>e</color><color=#ffc80a>-</color><color=yellow>s</color><color=#0cffe6>p</color><color=#40b843>a</color><color=yellow>r</color><color=#0cffe6>k</color><color=#ffc80a>l</color><color=yellow>i</color><color=#0cffe6>e</color><color=#40b843>s</color><color=#0cffe6>t</color> gear we can find, and sell it <color=yellow>cheap!</color>\n\n<color=yellow>~Power sold for little gold to arm our heroes strong and bold!~</color>\n\nThat's our family motto! Nyaah~~!\n
dialog_katje_town_intro_btn_0	You're so peppy!
dialog_katje_town_intro_txt	<color=yellow>KATIE TWINKLES:</color> *GASP* You've arrived! Nyaaaah~~ Best! Day! <color=yellow>E</color><color=#0cffe6>v</color><color=#ffc80a>e</color><color=#40b843>r</color>!\n\nYou and me are gonna get along <color=yellow>SO GREAT!</color> We are going to take SUCH good care of each other and you're climbing all the way to the top! The tippy top of Tangledeep!\n\nSee my loots! Swords and boots! Be prepared for any route! You can do it!\n
dialog_katje_town_rotating_intro_01_txt	<color=yellow>KATIE TWINKLES:</color> Money's tight? I'll set you right! Armor up and win the fight! Nyaaah~~~!\n
dialog_katje_town_rotating_intro_02_txt	<color=yellow>KATIE TWINKLES:</color> Price's cheap, so don't you weep! You're the best in Tangledeep!\n
dialog_katje_town_rotating_intro_03_txt	<color=yellow>KATIE TWINKLES:</color> So tough and brave, to loot those caves! Shop right here and then you'll save!\n
dialog_katje_town_rotating_intro_04_txt	<color=yellow>KATIE TWINKLES:</color> Monsters got you in a bind? Garbage loot is all you find? Gear up here, don't fall behind!\n
dialog_katje_town_rotating_intro_05_btn_0	<color=#ffc80a>N</color><color=yellow>y</color><color=#0cffe6>a</color><color=red>a</color><color=#0cffe6>a</color><color=#ffc80a>h</color><color=yellow>h</color><color=#0cffe6>~</color><color=red>~</color><color=#0cffe6>~</color><color=#ffc80a>!</color>
dialog_katje_town_rotating_intro_05_txt	<color=yellow>KATIE TWINKLES:</color> Nyaaahh~~~! I'm happy you're here, I'll give you a cheer! Go beat the monsters, with my sweet gear! <color=#ffc80a>N</color><color=yellow>y</color><color=#0cffe6>a</color><color=red>a</color><color=#0cffe6>a</color><color=#ffc80a>h</color><color=yellow>h</color><color=#0cffe6>~</color><color=red>~</color><color=#0cffe6>~</color><color=#ffc80a>!</color>\n
dialog_katje_town_shara_convo1_txt	<color=yellow>KATIE TWINKLES:</color> Shara? Shara, Shaaaaarrraaa...\n
dialog_katje_town_shara_convo2_btn_0	Katie, focus.
dialog_katje_town_shara_convo2_txt	<color=yellow>KATIE TWINKLES:</color> S, H, A, R... uh?\n
dialog_katje_town_shara_convo3_btn_0	Thanks, Katie.
dialog_katje_town_shara_convo3_txt	<color=yellow>KATIE TWINKLES:</color> Hmmm... it's <color=red>such a shame</color>, but all the same, I <color=yellow>don't think I've heard that name</color>! You say she <color=red>floats</color> but has no wings, you sure you're not just <color=#ffc80a>seeing things</color>?\n
dialog_katy_banditquest_branch2_txt	<color=yellow>LADY BANDIT</color>: ... What is this? I thought all I took from him was his <color=yellow>wallet</color>, but he says I stole his <color=red>heart</color> as well.\n\nI only got close to him because he seemed like such an easy mark... but...\n\n
dialog_katy_banditquest_branch3_txt	<color=yellow>LADY BANDIT</color>: No one has ever said such sweet things about me before...\n\nHey, could you deliver my response for me? And something else that belongs to him...\n
dialog_katy_banditquest_duringquest2_txt	<color=yellow>LADY BANDIT</color>: This could be the start of something <color=yellow>special and life-changing</color> for me... thank you!\n\n
dialog_katy_banditquest_duringquest_btn_0	Yeah, this guy downstairs wrote it.
dialog_katy_banditquest_duringquest_txt	<color=yellow>LADY BANDIT</color>: What are you looking at? You say you got something for me?\n\n...\n\nA <color=yellow>letter</color>...?\n
dialog_katy_banditquest_main_txt	<color=yellow>LADY BANDIT</color>: Stay away, or I'll take you for <color=yellow>everything you're worth</color>!\n
dialog_langdon_foodcart_foodcart_explain_btn_2	Status of the Cart
dialog_langdon_foodcart_foodcart_explain_txt	<color=yellow>LANGDON:</color> Welp, people 'round these parts need to eat. I'll tell you <color=yellow>what food is in demand</color>, and you <color=#40b843>give me that stuff</color> so I can <color=#40b843>*blurp*</color> sell it.\n\nAnd sure, you can put <color=yellow>other food in there</color>. We'll still get more n' Nando would pay.\n\nOf course, it doesn't happen right away. Gotta <color=yellow>wait a few days</color>, be patient. Check <color=#40b843>*blurp*</color> back every now and then and I'll tell ya how things are doing.\n
dialog_langdon_foodcart_main_btn_0	Add to Cart
dialog_langdon_foodcart_main_btn_1	Remove From Cart
dialog_langdon_foodcart_main_btn_2	How does this work?
dialog_langdon_foodcart_main_txt	<color=yellow>LANGDON:</color> Yep, yep, food cart, yep. <color=#40b843>*blurp*</color>\n\n\n^tag1^
dialog_legendary_found_main_txt	<size=50><color=#ffc80a>FOUND</color> ^$getqstring:leg_item$^!\n\n<color=#ffc80a>Legendary ^$getqstring:leg_type$^</color>\n\n^$getqstring:leg_desc$^\n
dialog_levelupstats_main_btn_0	Boosts melee damage, physical defense
dialog_levelupstats_main_btn_1	Boosts CT gain, critical hit damage, and bow damage
dialog_levelupstats_main_btn_2	Boosts Spirit Power, staff damage, powerup recovery
dialog_levelupstats_main_btn_3	Boosts elem. defense, buff duration, summoned pet HP, staff dmg
dialog_levelupstats_main_btn_4	Boosts crit chance, parry chance, powerup drop rate
dialog_levelupstats_main_txt	<size=50><color=yellow>LEVEL UP!</color></size>\n\nYou have reached <color=#40b843>LEVEL ^tag1^</color>, and all your stats have grown! Select one below to give that stat an <color=yellow>extra +3 boost</color>.\n
dialog_levelupstats_redistribute_main_btn_0	<color=yellow>STRENGTH</color>: ^$gettext:stat_strength_effects$^
dialog_levelupstats_redistribute_main_btn_1	<color=yellow>SWIFTNESS</color>: ^$gettext:stat_swiftness_effects$^
dialog_levelupstats_redistribute_main_btn_2	<color=yellow>SPIRIT</color>: ^$gettext:stat_spirit_effects$^
